date,product,region,units_sold,revenue
2025-03-25,Laptop,East,4.0,196186.32
2025-03-25,Keyboard,North,2.0,2985.92
2025-03-25,Mouse,North,2.0,1593.15
2025-03-25,Mouse,South,7.0,5841.99
2025-03-25,Mouse,East,1.0,691.7
2025-03-25,Laptop,West,3.0,139399.05
2025-03-26,Keyboard,West,3.0,4563.46
2025-03-26,Headphones,West,2.0,4481.52
2025-03-26,Headphones,East,6.0,14476.63
2025-03-26,Headphones,South,3.0,6892.12
2025-03-26,Headphones,North,3.0,7503.3
2025-03-26,Monitor,East,3.0,38163.48
2025-03-26,Monitor,South,3.0,36583.27
2025-03-26,Monitor,North,3.0,37569.88
2025-03-26,Keyboard,East,5.0,8300.85
2025-03-26,Keyboard,South,5.0,6605.66
2025-03-26,Keyboard,North,3.0,4063.15
2025-03-26,Mouse,West,1.0,820.73
2025-03-26,Mouse,East,2.0,1523.63
2025-03-26,Mouse,South,5.0,4207.24
2025-03-26,Mouse,North,5.0,3992.01
2025-03-26,Laptop,West,2.0,98027.65
2025-03-26,Laptop,East,3.0,127947.35
2025-03-26,Laptop,South,6.0,283512.59
2025-03-26,Laptop,North,4.0,179320.41
2025-03-27,Monitor,North,3.0,34641.24
2025-03-27,Monitor,South,1.0,11629.1
2025-03-27,Monitor,East,7.0,87773.75
2025-03-27,Monitor,West,3.0,36736.32
2025-03-27,Headphones,West,2.0,4599.82
2025-03-27,Headphones,South,2.0,4924.79
2025-03-27,Headphones,East,3.0,6889.76
2025-03-27,Keyboard,West,5.0,7079.84
2025-03-27,Headphones,North,2.0,5166.66
2025-03-27,Keyboard,East,1.0,1436.18
2025-03-27,Laptop,North,2.0,82074.41
2025-03-27,Keyboard,North,3.0,4235.25
2025-03-27,Mouse,West,3.0,2446.32
2025-03-27,Mouse,East,1.0,799.51
2025-03-27,Mouse,South,3.0,2220.54
2025-03-27,Mouse,North,3.0,2334.77
2025-03-27,Laptop,West,3.0,134984.01
2025-03-27,Laptop,East,2.0,95344.39
2025-03-27,Laptop,South,2.0,81808.21
2025-03-27,Keyboard,South,1.0,1640.33
2025-03-28,Monitor,North,6.0,75071.4
2025-03-28,Monitor,South,1.0,12663.43
2025-03-28,Monitor,East,4.0,47247.45
2025-03-28,Monitor,West,2.0,25211.95
2025-03-28,Headphones,West,4.0,10115.03
2025-03-28,Headphones,South,4.0,10001.98
2025-03-28,Headphones,East,2.0,4852.14
2025-03-28,Keyboard,West,2.0,2882.65
2025-03-28,Headphones,North,2.0,4667.1
2025-03-28,Keyboard,East,2.0,2892.42
2025-03-28,Laptop,North,1.0,40706.89
2025-03-28,Keyboard,North,5.0,7802.38
2025-03-28,Laptop,South,2.0,84399.81
2025-03-28,Laptop,East,1.0,46012.11
2025-03-28,Laptop,West,4.0,176406.46
2025-03-28,Keyboard,South,2.0,3064.85
2025-03-28,Mouse,South,2.0,1557.74
2025-03-28,Mouse,East,4.0,3086.35
2025-03-28,Mouse,West,4.0,3131.1
2025-03-28,Mouse,North,4.0,3198.92
2025-03-29,Headphones,West,7.0,16073.98
2025-03-29,Keyboard,East,1.0,1437.02
2025-03-29,Headphones,South,4.0,9878.46
2025-03-29,Headphones,North,1.0,2531.63
2025-03-29,Monitor,West,1.0,11966.39
2025-03-29,Monitor,East,4.0,46966.04
2025-03-29,Monitor,South,7.0,84451.44
2025-03-29,Monitor,North,7.0,92758.72
2025-03-29,Keyboard,West,9.0,14087.55
2025-03-29,Headphones,East,4.0,10431.94
2025-03-29,Keyboard,South,5.0,7344.36
2025-03-29,Mouse,West,1.0,839.81
2025-03-29,Mouse,East,2.0,1546.26
2025-03-29,Mouse,South,5.0,3944.62
2025-03-29,Mouse,North,4.0,3579.46
2025-03-29,Laptop,West,1.0,45251.1
2025-03-29,Laptop,East,1.0,49398.1
2025-03-29,Laptop,South,2.0,89158.35
2025-03-29,Laptop,North,2.0,90555.63
2025-03-29,Keyboard,North,5.0,7283.17
2025-03-30,Monitor,North,2.0,23847.11
2025-03-30,Monitor,South,5.0,52897.57
2025-03-30,Monitor,East,4.0,48849.05
2025-03-30,Keyboard,West,4.0,5933.99
2025-03-30,Headphones,North,4.0,10158.82
2025-03-30,Headphones,West,5.0,12092.17
2025-03-30,Headphones,East,7.0,17164.28
2025-03-30,Monitor,West,5.0,58296.25
2025-03-30,Keyboard,East,4.0,6503.13
2025-03-30,Headphones,South,4.0,9958.05
2025-03-30,Keyboard,North,4.0,5667.64
2025-03-30,Laptop,North,1.0,46251.7
2025-03-30,Laptop,South,4.0,182955.9
2025-03-30,Laptop,East,5.0,236893.27
2025-03-30,Laptop,West,7.0,318720.52
2025-03-30,Keyboard,South,5.0,7321.17
2025-03-30,Mouse,South,5.0,4235.3
2025-03-30,Mouse,East,4.0,3076.53
2025-03-30,Mouse,West,7.0,5432.89
2025-03-30,Mouse,North,1.0,762.43
2025-03-31,Keyboard,West,5.0,7828.76
2025-03-31,Headphones,East,3.0,7209.41
2025-03-31,Headphones,South,7.0,17026.25
2025-03-31,Headphones,North,3.0,7494.29
2025-03-31,Monitor,West,2.0,22458.24
2025-03-31,Monitor,East,3.0,38799.36
2025-03-31,Monitor,South,3.0,34935.49
2025-03-31,Monitor,North,4.0,46239.5
2025-03-31,Keyboard,East,9.0,13112.15
2025-03-31,Headphones,West,1.0,2422.41
2025-03-31,Keyboard,North,2.0,2891.35
2025-03-31,Laptop,North,6.0,261749.11
2025-03-31,Laptop,South,1.0,43943.85
2025-03-31,Laptop,East,6.0,290677.17
2025-03-31,Laptop,West,3.0,129232.17
2025-03-31,Keyboard,South,5.0,8409.92
2025-03-31,Mouse,South,1.0,804.96
2025-03-31,Mouse,East,2.0,1751.75
2025-03-31,Mouse,West,5.0,3917.07
2025-03-31,Mouse,North,4.0,3135.51
2025-04-01,Keyboard,East,2.0,2996.64
2025-04-01,Headphones,East,4.0,9441.57
2025-04-01,Headphones,South,2.0,4748.05
2025-04-01,Headphones,North,2.0,5018.3
2025-04-01,Monitor,West,2.0,26375.14
2025-04-01,Monitor,East,1.0,12672.9
2025-04-01,Monitor,South,2.0,23141.38
2025-04-01,Monitor,North,1.0,11862.16
2025-04-01,Keyboard,West,6.0,8375.12
2025-04-01,Headphones,West,2.0,4962.27
2025-04-01,Keyboard,South,3.0,4481.77
2025-04-01,Mouse,West,2.0,1638.43
2025-04-01,Mouse,East,4.0,3189.35
2025-04-01,Mouse,South,6.0,4722.03
2025-04-01,Mouse,North,5.0,4363.95
2025-04-01,Laptop,West,3.0,139854.39
2025-04-01,Laptop,East,2.0,94668.57
2025-04-01,Laptop,South,,95356.51
2025-04-01,Laptop,North,2.0,86873.48
2025-04-01,Keyboard,North,5.0,7394.65
2025-04-02,Headphones,East,5.0,11434.03
2025-04-02,Monitor,North,3.0,36565.43
2025-04-02,Monitor,South,5.0,60132.19
2025-04-02,Keyboard,West,4.0,5925.31
2025-04-02,Monitor,West,1.0,11934.08
2025-04-02,Headphones,North,4.0,9907.96
2025-04-02,Headphones,South,3.0,7396.53
2025-04-02,Monitor,East,5.0,54492.69
2025-04-02,Keyboard,East,2.0,3091.37
2025-04-02,Mouse,East,4.0,3220.23
2025-04-02,Keyboard,North,6.0,8500.42
2025-04-02,Laptop,North,4.0,173041.28
2025-04-02,Laptop,South,3.0,154865.58
2025-04-02,Laptop,East,7.0,326410.73
2025-04-02,Keyboard,South,5.0,7674.09
2025-04-02,Mouse,North,2.0,1551.9
2025-04-02,Mouse,South,3.0,2290.14
2025-04-02,Mouse,West,3.0,2325.95
2025-04-02,Laptop,West,4.0,176288.88
2025-04-03,Monitor,North,4.0,45580.81
2025-04-03,Headphones,East,1.0,2502.81
2025-04-03,Headphones,South,3.0,6933.0
2025-04-03,Headphones,North,6.0,15620.21
2025-04-03,Monitor,West,7.0,91267.35
2025-04-03,Monitor,East,5.0,59713.98
2025-04-03,Monitor,South,2.0,24431.82
2025-04-03,Keyboard,West,1.0,1398.9
2025-04-03,Keyboard,East,2.0,2907.48
2025-04-03,Keyboard,North,3.0,4729.87
2025-04-03,Mouse,West,5.0,3787.33
2025-04-03,Mouse,East,6.0,4388.33
2025-04-03,Mouse,South,1.0,808.04
2025-04-03,Mouse,North,3.0,2403.62
2025-04-03,Laptop,West,3.0,126705.97
2025-04-03,Laptop,East,2.0,94631.31
2025-04-03,Laptop,South,2.0,84896.23
2025-04-04,Monitor,North,4.0,47904.18
2025-04-04,Monitor,South,2.0,24887.93
2025-04-04,Monitor,East,2.0,26015.7
2025-04-04,Monitor,West,3.0,35982.54
2025-04-04,Headphones,West,2.0,4910.4
2025-04-04,Headphones,South,1.0,2308.41
2025-04-04,Headphones,East,2.0,4717.85
2025-04-04,Keyboard,West,1.0,1545.74
2025-04-04,Headphones,North,2.0,5247.91
2025-04-04,Keyboard,East,1.0,1340.99
2025-04-04,Laptop,North,2.0,79750.97
2025-04-04,Keyboard,North,4.0,5878.99
2025-04-04,Mouse,West,2.0,1681.27
2025-04-04,Mouse,East,3.0,2285.45
2025-04-04,Mouse,South,3.0,2205.27
2025-04-04,Mouse,North,2.0,1792.39
2025-04-04,Laptop,West,2.0,97851.88
2025-04-04,Laptop,East,4.0,181096.6
2025-04-04,Laptop,South,4.0,195531.24
2025-04-04,Keyboard,South,2.0,2935.28
2025-04-05,Monitor,North,4.0,47182.77
2025-04-05,Monitor,South,7.0,80630.46
2025-04-05,Monitor,West,7.0,80385.87
2025-04-05,Keyboard,East,2.0,2993.4
2025-04-05,Headphones,East,5.0,11813.99
2025-04-05,Headphones,West,4.0,9819.19
2025-04-05,Headphones,South,2.0,4778.04
2025-04-05,Keyboard,South,2.0,3038.21
2025-04-05,Monitor,East,2.0,23394.44
2025-04-05,Mouse,East,4.0,3227.16
2025-04-05,Mouse,South,2.0,1631.71
2025-04-05,Mouse,North,5.0,4133.45
2025-04-05,Mouse,West,4.0,3359.09
2025-04-05,Laptop,West,2.0,95351.52
2025-04-05,Laptop,East,2.0,89861.46
2025-04-05,Laptop,South,4.0,160623.78
2025-04-05,Laptop,North,4.0,168975.0
2025-04-06,Headphones,West,4.0,10082.62
2025-04-06,Headphones,East,7.0,17791.58
2025-04-06,Headphones,South,5.0,12345.42
2025-04-06,Headphones,North,2.0,4988.05
2025-04-06,Monitor,West,2.0,25891.05
2025-04-06,Monitor,South,7.0,78082.54
2025-04-06,Keyboard,East,8.0,12618.99
2025-04-06,Keyboard,South,1.0,1460.4
2025-04-06,Keyboard,North,7.0,10205.58
2025-04-06,Mouse,West,1.0,799.76
2025-04-06,Mouse,East,4.0,2960.02
2025-04-06,Mouse,South,2.0,1596.7
2025-04-06,Mouse,North,4.0,3199.35
2025-04-06,Laptop,West,7.0,281361.15
2025-04-06,Laptop,East,7.0,338939.24
2025-04-06,Laptop,South,4.0,175026.88
2025-04-06,Laptop,North,4.0,188507.81
2025-04-07,Monitor,North,4.0,48464.18
2025-04-07,Monitor,South,1.0,12035.82
2025-04-07,Monitor,East,2.0,21708.63
2025-04-07,Headphones,West,1.0,2677.55
2025-04-07,Headphones,South,3.0,7554.12
2025-04-07,Headphones,East,2.0,4541.57
2025-04-07,Keyboard,West,6.0,9199.87
2025-04-07,Monitor,West,5.0,62065.16
2025-04-07,Keyboard,East,2.0,2956.43
2025-04-07,Laptop,North,3.0,135084.52
2025-04-07,Keyboard,North,4.0,5963.54
2025-04-07,Mouse,West,6.0,4968.99
2025-04-07,Mouse,East,7.0,5450.97
2025-04-07,Mouse,South,2.0,1588.76
2025-04-07,Mouse,North,4.0,3313.51
2025-04-07,Laptop,West,2.0,83333.49
2025-04-07,Laptop,South,4.0,180098.4
2025-04-07,Keyboard,South,5.0,8047.01
2025-04-08,Monitor,North,1.0,11868.18
2025-04-08,Headphones,West,5.0,12136.21
2025-04-08,Headphones,East,5.0,11864.01
2025-04-08,Headphones,South,4.0,9770.56
2025-04-08,Headphones,North,2.0,4786.23
2025-04-08,Monitor,West,5.0,56998.11
2025-04-08,Monitor,East,1.0,11808.01
2025-04-08,Keyboard,West,4.0,5865.64
2025-04-08,Keyboard,East,2.0,2990.57
2025-04-08,Laptop,North,3.0,129449.24
2025-04-08,Keyboard,North,1.0,1548.15
2025-04-08,Mouse,West,1.0,829.78
2025-04-08,Mouse,East,2.0,1584.51
2025-04-08,Mouse,North,3.0,2434.06
2025-04-08,Laptop,West,2.0,87776.14
2025-04-08,Laptop,East,2.0,90681.33
2025-04-08,Laptop,South,2.0,90529.15
2025-04-08,Keyboard,South,2.0,2959.46
2025-04-09,Monitor,North,6.0,240581.66999999998
2025-04-09,Monitor,South,2.0,84596.33
2025-04-09,Monitor,East,4.0,166532.94
2025-04-09,Headphones,East,8.0,69053.705
2025-04-09,Headphones,South,1.0,8534.61
2025-04-09,Headphones,West,2.0,16283.925000000001
2025-04-09,Keyboard,West,4.0,21491.085000000003
2025-04-09,Headphones,North,3.0,26366.305
2025-04-09,Keyboard,East,1.0,5069.12
2025-04-09,Monitor,West,4.0,179425.4
2025-04-09,Mouse,West,7.0,19238.24
2025-04-09,Keyboard,North,1.0,5186.93
2025-04-09,Laptop,South,2.0,292701.605
2025-04-09,Laptop,East,5.0,838727.505
2025-04-09,Laptop,West,1.0,155865.29
2025-04-09,Laptop,North,3.0,481927.42499999993
2025-04-09,Mouse,North,3.0,8954.96
2025-04-09,Mouse,South,5.0,13300.245
2025-04-09,Mouse,East,3.0,8183.385
2025-04-10,Monitor,South,2.0,23419.02
2025-04-10,Headphones,East,3.0,7143.49
2025-04-10,Headphones,South,2.0,4547.0
2025-04-10,Headphones,North,5.0,12224.15
2025-04-10,Monitor,West,4.0,44540.63
2025-04-10,Monitor,East,6.0,72198.92
2025-04-10,Headphones,West,2.0,5481.41
2025-04-10,Keyboard,East,6.0,9598.57
2025-04-10,Mouse,South,2.0,1462.74
2025-04-10,Keyboard,North,1.0,1516.62
2025-04-10,Mouse,West,2.0,1536.12
2025-04-10,Mouse,North,5.0,4017.1
2025-04-10,Laptop,West,2.0,82078.82
2025-04-10,Laptop,East,3.0,144036.75
2025-04-10,Laptop,South,3.0,140277.69
2025-04-10,Laptop,North,3.0,145158.36
2025-04-10,Keyboard,South,3.0,4493.51
2025-04-11,Monitor,East,2.0,22739.47
2025-04-11,Monitor,North,3.0,32427.56
2025-04-11,Headphones,North,2.0,5211.53
2025-04-11,Keyboard,West,5.0,7557.76
2025-04-11,Headphones,East,3.0,7935.97
2025-04-11,Headphones,West,3.0,7065.97
2025-04-11,Headphones,South,3.0,7932.56
2025-04-11,Keyboard,East,4.0,5378.29
2025-04-11,Monitor,South,2.0,23679.44
2025-04-11,Keyboard,North,5.0,7601.47
2025-04-11,Laptop,North,4.0,170070.74
2025-04-11,Laptop,South,4.0,183083.15
2025-04-11,Laptop,East,1.0,42849.81
2025-04-11,Laptop,West,5.0,226422.85
2025-04-11,Keyboard,South,3.0,4360.92
2025-04-11,Mouse,South,1.0,778.48
2025-04-11,Mouse,West,3.0,2455.97
2025-04-11,Mouse,North,2.0,1473.54
2025-04-12,Headphones,West,7.0,17225.49
2025-04-12,Headphones,East,5.0,12342.11
2025-04-12,Headphones,South,5.0,12973.15
2025-04-12,Headphones,North,7.0,17282.26
2025-04-12,Monitor,West,4.0,46060.35
2025-04-12,Monitor,East,7.0,85178.68
2025-04-12,Monitor,South,4.0,49332.22
2025-04-12,Keyboard,West,4.0,5736.01
2025-04-12,Keyboard,East,2.0,2889.88
2025-04-12,Monitor,North,4.0,49228.15
2025-04-12,Keyboard,North,2.0,3394.59
2025-04-12,Mouse,West,2.0,1455.01
2025-04-12,Mouse,East,7.0,5334.98
2025-04-12,Mouse,South,7.0,5846.12
2025-04-12,Mouse,North,1.0,813.56
2025-04-12,Laptop,West,1.0,42718.13
2025-04-12,Laptop,East,2.0,89120.59
2025-04-12,Laptop,South,5.0,232468.22
2025-04-12,Keyboard,South,4.0,5810.99
2025-04-12,Laptop,North,4.0,162172.47
2025-04-13,Monitor,North,5.0,70194.38
2025-04-13,Monitor,South,5.0,61024.68
2025-04-13,Monitor,East,2.0,24472.95
2025-04-13,Headphones,West,2.0,5146.77
2025-04-13,Headphones,North,4.0,9902.28
2025-04-13,Headphones,East,1.0,2521.43
2025-04-13,Keyboard,West,2.0,3107.45
2025-04-13,Monitor,West,1.0,10670.51
2025-04-13,Keyboard,East,13.0,18537.63
2025-04-13,Laptop,East,2.0,87773.27
2025-04-13,Keyboard,North,4.0,5797.82
2025-04-13,Mouse,West,4.0,3236.66
2025-04-13,Mouse,East,7.0,5670.18
2025-04-13,Mouse,South,1.0,747.16
2025-04-13,Mouse,North,5.0,4128.31
2025-04-13,Laptop,West,4.0,185606.5
2025-04-13,Laptop,South,7.0,302985.03
2025-04-13,Laptop,North,10.0,444157.82
2025-04-13,Keyboard,South,5.0,7842.78
2025-04-14,Monitor,North,6.0,64763.22
2025-04-14,Monitor,South,4.0,44822.52
2025-04-14,Monitor,East,3.0,37418.28
2025-04-14,Keyboard,West,2.0,3404.75
2025-04-14,Headphones,North,5.0,12288.59
2025-04-14,Headphones,South,4.0,10607.25
2025-04-14,Headphones,East,3.0,7718.96
2025-04-14,Monitor,West,5.0,61384.09
2025-04-14,Headphones,West,4.0,10642.05
2025-04-14,Keyboard,East,2.0,2864.6
2025-04-14,Keyboard,North,2.0,3124.72
2025-04-14,Mouse,West,6.0,5325.7
2025-04-14,Mouse,East,4.0,3328.79
2025-04-14,Mouse,South,1.0,804.46
2025-04-14,Mouse,North,4.0,3494.72
2025-04-14,Laptop,South,3.0,137551.81
2025-04-14,Laptop,North,1.0,42471.27
2025-04-14,Keyboard,South,2.0,3119.71
2025-04-15,Monitor,North,2.0,23922.27
2025-04-15,Monitor,South,1.0,12055.76
2025-04-15,Monitor,West,4.0,49472.3
2025-04-15,Headphones,West,6.0,14141.56
2025-04-15,Headphones,South,1.0,2420.39
2025-04-15,Headphones,East,1.0,2592.63
2025-04-15,Keyboard,West,2.0,3150.96
2025-04-15,Headphones,North,3.0,7487.81
2025-04-15,Keyboard,East,2.0,2978.03
2025-04-15,Keyboard,South,4.0,6349.5
2025-04-15,Keyboard,North,2.0,3035.08
2025-04-15,Laptop,South,4.0,174665.67
2025-04-15,Laptop,East,5.0,211891.5
2025-04-15,Laptop,West,4.0,165594.37
2025-04-15,Laptop,North,2.0,87460.7
2025-04-15,Mouse,South,3.0,2549.14
2025-04-15,Mouse,East,2.0,1594.62
2025-04-15,Mouse,West,5.0,4110.33
2025-04-15,Mouse,North,5.0,4018.53
2025-04-16,Keyboard,West,2.0,2984.98
2025-04-16,Headphones,West,3.0,7983.16
2025-04-16,Headphones,East,1.0,2384.08
2025-04-16,Headphones,South,3.0,7719.23
2025-04-16,Headphones,North,3.0,7501.15
2025-04-16,Monitor,East,1.0,13062.61
2025-04-16,Monitor,South,4.0,46578.93
2025-04-16,Monitor,North,4.0,48111.55
2025-04-16,Keyboard,East,3.0,4201.91
2025-04-16,Laptop,North,3.0,131835.28
2025-04-16,Keyboard,North,3.0,4370.12
2025-04-16,Mouse,West,3.0,2457.38
2025-04-16,Mouse,East,4.0,3420.56
2025-04-16,Mouse,South,2.0,1488.2
2025-04-16,Mouse,North,4.0,3020.44
2025-04-16,Laptop,West,2.0,93503.82
2025-04-16,Laptop,East,3.0,138063.86
2025-04-16,Laptop,South,4.0,164200.45
2025-04-16,Keyboard,South,3.0,4930.35
2025-04-17,Monitor,North,4.0,45918.13
2025-04-17,Monitor,South,1.0,12008.17
2025-04-17,Monitor,East,3.0,38266.53
2025-04-17,Monitor,West,3.0,39249.16
2025-04-17,Headphones,West,2.0,5262.03
2025-04-17,Headphones,South,3.0,7227.73
2025-04-17,Headphones,East,2.0,4890.93
2025-04-17,Keyboard,West,5.0,7506.84
2025-04-17,Headphones,North,3.0,7426.8
2025-04-17,Keyboard,East,4.0,5293.66
2025-04-17,Laptop,East,4.0,172062.35
2025-04-17,Keyboard,North,5.0,7937.01
2025-04-17,Laptop,South,1.0,43419.94
2025-04-17,Keyboard,South,3.0,4481.7
2025-04-17,Laptop,West,4.0,167015.57
2025-04-17,Laptop,North,2.0,95506.76
2025-04-17,Mouse,South,2.0,1376.86
2025-04-17,Mouse,East,2.0,1475.71
2025-04-17,Mouse,West,1.0,805.56
2025-04-17,Mouse,North,5.0,3952.7
2025-04-18,Keyboard,West,1.0,1477.78
2025-04-18,Headphones,West,3.0,7575.65
2025-04-18,Headphones,South,1.0,2603.9
2025-04-18,Headphones,North,4.0,9156.36
2025-04-18,Monitor,West,6.0,74874.84
2025-04-18,Monitor,East,3.0,36692.94
2025-04-18,Monitor,South,6.0,75018.78
2025-04-18,Monitor,North,3.0,38152.99
2025-04-18,Keyboard,East,5.0,7797.73
2025-04-18,Headphones,East,5.0,12819.08
2025-04-18,Keyboard,North,1.0,1445.99
2025-04-18,Laptop,North,1.0,45340.1
2025-04-18,Laptop,South,5.0,202820.84
2025-04-18,Laptop,East,3.0,127351.11
2025-04-18,Laptop,West,3.0,138890.02
2025-04-18,Keyboard,South,3.0,4659.08
2025-04-18,Mouse,South,6.0,4966.28
2025-04-18,Mouse,East,4.0,3442.47
2025-04-18,Mouse,West,2.0,1691.72
2025-04-18,Mouse,North,4.0,3073.6
2025-04-19,Keyboard,East,4.0,5930.16
2025-04-19,Headphones,South,5.0,12602.08
2025-04-19,Headphones,North,7.0,15711.01
2025-04-19,Monitor,West,2.0,23569.04
2025-04-19,Monitor,East,7.0,77773.93
2025-04-19,Monitor,South,4.0,51547.49
2025-04-19,Monitor,North,4.0,49745.59
2025-04-19,Headphones,East,4.0,10730.86
2025-04-19,Keyboard,South,1.0,1524.01
2025-04-19,Mouse,East,5.0,4113.32
2025-04-19,Mouse,South,2.0,1688.62
2025-04-19,Mouse,North,5.0,4132.72
2025-04-19,Laptop,West,7.0,342472.9
2025-04-19,Laptop,East,1.0,44733.57
2025-04-19,Laptop,North,5.0,239306.23
2025-04-19,Mouse,West,2.0,1622.2
2025-04-20,Monitor,North,5.0,61549.19
2025-04-20,Monitor,South,1.0,11252.97
2025-04-20,Monitor,East,5.0,64528.35
2025-04-20,Monitor,West,7.0,77427.1
2025-04-20,Headphones,East,1.0,2676.99
2025-04-20,Headphones,South,5.0,12575.91
2025-04-20,Headphones,West,7.0,17038.97
2025-04-20,Keyboard,West,5.0,7600.3
2025-04-20,Headphones,North,2.0,4914.06
2025-04-20,Keyboard,East,8.0,12290.75
2025-04-20,Laptop,South,2.0,92956.18
2025-04-20,Keyboard,North,1.0,1494.64
2025-04-20,Laptop,North,8.0,345815.14
2025-04-20,Laptop,East,8.0,381303.88
2025-04-20,Laptop,West,2.0,84759.01
2025-04-20,Keyboard,South,4.0,5559.93
2025-04-20,Mouse,South,4.0,3524.01
2025-04-20,Mouse,East,5.0,4251.24
2025-04-20,Mouse,West,5.0,4237.54
2025-04-20,Mouse,North,10.0,7854.28
2025-04-21,Headphones,West,4.0,10092.41
2025-04-21,Keyboard,East,1.0,1483.27
2025-04-21,Headphones,South,3.0,7442.53
2025-04-21,Headphones,North,6.0,15357.32
2025-04-21,Monitor,West,1.0,11549.67
2025-04-21,Monitor,East,2.0,24524.91
2025-04-21,Monitor,South,2.0,23670.51
2025-04-21,Monitor,North,2.0,23971.73
2025-04-21,Keyboard,West,5.0,7605.76
2025-04-21,Headphones,East,3.0,7425.35
2025-04-21,Keyboard,South,4.0,5706.67
2025-04-21,Mouse,West,1.0,808.57
2025-04-21,Mouse,East,5.0,3976.69
2025-04-21,Mouse,South,2.0,1579.42
2025-04-21,Mouse,North,7.0,5831.53
2025-04-21,Laptop,West,3.0,132931.28
2025-04-21,Laptop,East,2.0,84180.14
2025-04-21,Laptop,South,4.0,184248.1
2025-04-21,Laptop,North,3.0,127186.42
2025-04-21,Keyboard,North,2.0,2839.85
2025-04-22,Monitor,North,3.0,34684.44
2025-04-22,Monitor,South,1.0,11914.51
2025-04-22,Monitor,East,4.0,45514.55
2025-04-22,Keyboard,West,3.0,4471.47
2025-04-22,Headphones,West,3.0,6441.51
2025-04-22,Headphones,South,7.0,17402.41
2025-04-22,Headphones,East,3.0,7202.05
2025-04-22,Monitor,West,4.0,50114.54
2025-04-22,Keyboard,East,4.0,6305.7
2025-04-22,Headphones,North,1.0,2326.65
2025-04-22,Keyboard,North,1.0,1490.27
2025-04-22,Laptop,North,3.0,132310.25
2025-04-22,Laptop,South,4.0,169875.54
2025-04-22,Laptop,East,3.0,139502.69
2025-04-22,Laptop,West,2.0,83047.25
2025-04-22,Keyboard,South,4.0,5992.59
2025-04-22,Mouse,South,5.0,3817.31
2025-04-22,Mouse,East,5.0,3864.33
2025-04-22,Mouse,West,4.0,3101.74
2025-04-22,Mouse,North,6.0,4996.19
2025-04-23,Keyboard,West,5.0,7458.3
2025-04-23,Headphones,West,4.0,10558.79
2025-04-23,Headphones,South,5.0,12913.27
2025-04-23,Headphones,North,4.0,10035.81
2025-04-23,Monitor,West,5.0,59029.46
2025-04-23,Monitor,East,3.0,37911.9
2025-04-23,Monitor,South,3.0,36756.97
2025-04-23,Monitor,North,4.0,51677.71
2025-04-23,Keyboard,East,3.0,4430.47
2025-04-23,Headphones,East,3.0,7396.69
2025-04-23,Keyboard,North,4.0,5544.06
2025-04-23,Laptop,South,1.0,44920.85
2025-04-23,Laptop,East,4.0,166659.92
2025-04-23,Laptop,West,1.0,47591.25
2025-04-23,Laptop,North,3.0,136148.26
2025-04-23,Mouse,South,3.0,2330.71
2025-04-23,Mouse,East,5.0,3660.58
2025-04-23,Mouse,West,4.0,3031.31
2025-04-23,Mouse,North,2.0,1740.09
2025-04-23,Keyboard,South,5.0,7247.93
2025-04-24,Headphones,West,1.0,2639.1
2025-04-24,Keyboard,East,1.0,1482.87
2025-04-24,Headphones,East,2.0,4875.56
2025-04-24,Headphones,South,1.0,2440.49
2025-04-24,Headphones,North,4.0,10832.1
2025-04-24,Monitor,West,6.0,77797.05
2025-04-24,Monitor,East,1.0,11946.48
2025-04-24,Monitor,South,3.0,37917.33
2025-04-24,Keyboard,West,1.0,1450.07
2025-04-24,Keyboard,South,1.0,1560.5
2025-04-24,Mouse,West,3.0,2475.75
2025-04-24,Mouse,East,3.0,2528.16
2025-04-24,Mouse,South,5.0,4134.2
2025-04-24,Mouse,North,3.0,2427.86
2025-04-24,Laptop,West,2.0,92963.84
2025-04-24,Laptop,East,1.0,47106.46
2025-04-24,Laptop,South,1.0,43145.7
2025-04-24,Keyboard,North,6.0,8481.95
2025-04-25,Headphones,West,3.0,25484.55
2025-04-25,Monitor,South,2.0,91044.23999999999
2025-04-25,Monitor,East,3.0,125872.77500000001
2025-04-25,Headphones,East,4.0,31830.715
2025-04-25,Headphones,North,2.0,16683.52
2025-04-25,Headphones,South,3.0,27133.925
2025-04-25,Monitor,North,5.0,201531.54
2025-04-25,Monitor,West,3.0,133076.02000000002
2025-04-25,Keyboard,West,2.0,10494.12
2025-04-25,Keyboard,North,3.0,16906.434999999998
2025-04-25,Keyboard,South,3.0,16050.615000000002
2025-04-25,Mouse,West,3.0,7727.160000000001
2025-04-25,Mouse,East,2.0,5604.305
2025-04-25,Mouse,South,2.0,5547.185
2025-04-25,Laptop,West,1.0,159755.295
2025-04-25,Laptop,South,7.0,1078599.795
2025-04-25,Laptop,North,5.0,817906.565
2025-04-25,Keyboard,East,3.0,14978.845000000001
2025-04-26,Headphones,West,5.0,12880.77
2025-04-26,Headphones,South,1.0,2555.62
2025-04-26,Headphones,North,7.0,18722.17
2025-04-26,Monitor,West,4.0,50092.09
2025-04-26,Monitor,East,7.0,81587.16
2025-04-26,Monitor,South,4.0,47025.34
2025-04-26,Monitor,North,2.0,23461.31
2025-04-26,Keyboard,West,4.0,5598.83
2025-04-26,Keyboard,East,10.0,14905.9
2025-04-26,Keyboard,South,7.0,10297.6
